text,label
(917) 663-3679,4
(8),0
Philip Morris Companies lc .,0
Mcssagc:,0
Attach-d,0
(as I have discussed wilh you or will,0
discuss with you) ig Icviscd profit,0
adjustmcnt languagc for thc,0
Amcnded Minnesota Settlement AgreerenL,0
JRH,0
E  ED V E,0
V: :,0
:Ci,0
ALISA L. STRATTON,0
CONTAINED IN This FACSIMILE TRANSWTTAL,0
Is WNTENDED ONLY For THE PERSONAL,0
AND,0
commiinlcatlan,0
Or M*y,0
0 br,0
made a} tut,0
Thia vanamital,0
may,0
condonda} atamoy-clant,0
fot dellvarlna # to t Intondad roclpknt,0
you a0,0
hetby,0
notllkod,0
(hat You,0
prohiblea,0
"rviov, dirominamon",0
ditbution 0r copying,0
tt origlnu pormiltl,0
notlry,0
Thank you:,0
"""SEWT",0
Rur CIHFHDERTLAL,0
"August 1 ,",0
1984,0
TO:,0
Mr,1
"J,",1
D.,1
Weber,1
FROM:,0
Ms _,1
L.,1
"S,",1
"Flrey/Hs ,",1
A.,1
"I,",1
HIIIfams,1
SUBJECT:,0
Product Gutdence,0
An)analy0le of,0
"neen , actual",0
Ideal product,0
attrlbute ratings,0
e@ong,0
18-34 yeer old FP,0
M,0
FFLT,0
NM awoker8,0
Nae conduceed,0
for,0
the WINSTON,0
brand rebearch STDuP,0
to provide background Inforuatlon for,0
tbe revIbed,0
WINSTON product actlon Btandarde,0
Although,0
no stetIstIcal 8lgnlfIcant,0
differencee Nere,0
run for,0
thle rating Bummary,0
the folloulng 8f0flerIciee,0
and,0
differenceg,0
are,0
apperent:,0
The FF,0
N4 8Su female gwokers  appear,0
to want,0
bomewhat,0
leag,0
"sttong,",0
leea,0
hareh clgarette,0
wlth,0
Jesb,0
tobacco,0
tastte,0
than,0
the male counter-,0
Partb.,0
Rorever,0
4ll,0
of,0
thelr product,0
Ideal ratlogs,0
In relaton,0
to,0
thefr ectual product ratings,0
are In,0
the,0
bame directIon,0
48,0
the,0
male,0
cacegoty,0
The FFLT,0
M 85m fenale,0
Bwokerb  aleo,0
appear,0
to went,0
leea,0
"strong,",0
le88,0
harah clgarette,0
wIth,0
le88,0
tobacco taste,0
88 well,0
88,0
an ea8ler,0
draw .,0
However _,0
the,0
female,0
and,0
@ale accual ratings,0
ere,0
dlanetrically posf-,0
tloned,0
In relatIon,0
to thetr Ideals,0
on,0
strength and tobacco tagte;,0
Speclflcally _,0
the,0
female8,0
Yant,0
le8s,0
strong tabting clgarette,0
ulth,0
elfghtly,0
lebg,0
tobacco,0
taate_,0
whereag,0
the nales,0
Kant,0
a 8tronger,0
taatlng,0
cigarette,0
WIth,0
81gn1f1cantly,0
wore tobacco,0
tabce:,0
^ revfew of,0
open-end,0
rebponbe8,0
{rop,0
recent Project,0
SM Product Guldance,0
Teet,0
wa8,0
conducted,0
to provIde Inelght,0
Idea8,0
for,0
the developpent,0
of,0
nev,0
chewtng,0
tobacco queetfonnatre.,0
Rebulte Indicate,0
that,0
reepondente,0
clte,0
mapy quality,0
of flavor,0
and,0
arona,0
attributes,0
which,0
are wot,0
asked,0
on,0
Out,0
current questlonnalre:,0
Many reepondent8,0
mentIoned,0
frult,0
flevor,0
PIpe,0
tobacco,0
flavor,0
artificlal,0
tegte_,0
bout,0
"taete, 1fcorIce",0
taste and sveet,0
aroma,0
Additlonally,0
many reepondents,0
cIted burning,0
and biting aen8a-,0
"tions from the tobacco, IndicatIng",0
need,0
to,0
further,0
explore the wouth,0
feel,0
d[wenaon of,0
the product _,0
Prelimlnary resulte,0
of,0
the FFLT Tar Llmlt Study,0
were presented,0
to,0
Applfed,0
RED .,0
Additlonal anelysee,0
are   plenned,0
based,0
on,0
the conclusLons,0
reached,0
from prelinioery resulte.,0
Maxinun ratInge for,0
overall,0
acceptance,0
are,0
aeeoclaced,0
Mth hfgh,0
ter,0
levele.,0
"In general ,",0
of,0
the,0
tuo,0
tar,0
Influenclng,0
"varLeblee gtudfed ,",0
afr dllutlon I8,0
of @uch,0
greater ioportance,0
than fflter,0
2,0
pregeure In affeccIng,0
attrlbute movement,0
Response Burfaces for,0
"ecrength,",0
tobacco,0
tbbce,0
rich,0
tabce,0
and natural,0
taste,0
al1,0
bave contours,0
aLmLlar,0
to,0
thoge,0
for overall,0
acceptance meabure8,0
with maxImud ratInge,0
3,0
elong ridges,0
st,0
moderate,0
to lower,0
atr,0
dflutfone [rrespective,0
of,0
fflter,0
pressure .,0
Strength related ettrIbutes,0
appear,0
to be drIving consuuer,0
~vfgn,0
Fite,0
and,0
and,0
and,0
( €,0
Ej_,0
PHILIR,1
"HORRIE,",1
"L8,A,",0
INTERQFFICE,0
CORRESPONDEXCE,0
120,6
PARR,6
AVENOE,6
NER,6
"YORK ,",6
NaY.,6
10017,6
To,0
Distribution,0
DATE,0
January,0
18,0
1989,0
FROM:,0
Tim,1
Beane,1
SOBJECT:,0
1989,0
PPR__Becond,0
Sales_Period,0
Attached,0
is,0
the,0
1989,0
PPP,0
for,0
the,0
Second,0
Sales,0
Period _,0
This,0
PPP,0
is unusually complicated,0
for,0
two,0
reasons:,0
1),0
Alpine,0
contract,0
position,0
varies,0
by,0
month,0
and,0
type,0
of,0
display,0
and,0
2 ),0
new contract position,0
definitions,0
take,0
effect,0
in March_,0
Please,0
contact,0
me,0
if,0
you,0
have,0
any questions,0
Distribution:,0
See,0
attachment,0
TPB: dc,0
attachment,0
Photocopxing Qlcinl Ldentiiication,0
State Identification (NC; VA),0
North Carolina,0
No restrictions on photocopying,0
identification cards,0
Nqte:,0
the acceptance thereof as valid,0
identification is & matter left entirely,0
to,0
the discretion of the any person to whom,0
the card is presented,0
(North Carolina,0
"Gen. Stat, S20-37.7)",0
Virginia,0
"""It shall be unlawful for any person to",0
manufacture; advertise for,0
sell Or possess any fictitious;,0
facsimile or simulated,0
Virginia Department of,0
Molor Vehicles special identification,0
card,0
or in any way reproduce any,0
identification card or facsimile thereof,0
in such & manner that it could be,0
mistaken,0
for # valid license or identification of,0
any type,0
specified in this subsection,0
(Vitrginia Stat. 818.2-204.2),0
Military Identilication,0
"""The reproduction in any manner of the",0
likeness of any identification card,0
prescribed by DA or Department of the,0
Air Force is prohibited without,0
epproval in,0
by the Secretsry ofthe,0
of Secretary of the Air Force.,0
(32 CFR SS07.11) Definitions: DA means,0
"""Department of the Army.",0
(32 CFR,0
8507.3),0
"Permit (NC, VA)",0
North Carolina,0
"""The sheriff ofthe county where the",0
permit was issued,0
may,0
revoke & permit subsequent t0 a,0
hearing for &ny ofthe following reasons:,0
"(2) Misuse of a permit, including",0
lending or giving a perit to another,0
"person,",0
duplicating,0
permit; or,0
permit with the intent to unlawfully,0
cause hamm to,0
person or property,0
(North Carolina Gen. Stat. 814-415.18),0
Virginia,0
'IIt shall be unlawful for,0
"person to manufacture, advertise for",0
"sale,",0
"shall or possess any fictitious,",0
facsimile or simulated,0
official identification,0
"issued by any other federal, state or",0
foreign government agency;,0
or in any way,0
reproduce any identification card or,0
facsimile thereofin such a manner that,0
it could,0
be mistaken for & valid license or,0
identification of any type,0
specified in this,0
subsection,0
(Virginia Stat: $18.2.204.2),0
INS Card,0
"""Whoever; knowingly forges;",0
"counterfeits, alters, %r falsely makes",0
any immigrant,0
"or nonimmigrant visa, permit; border",0
"crossing card, alien registration",0
"receipt card,",0
or other document prescribed by statute,0
Or,0
'regulation for entry into or as,0
evidence,0
of authorized stay Or employment in the,0
"United States, or utters; uses, attempts",0
to,0
"sale,",0
prior,0
Ary,0
writing,0
Gun,0
using,0
any,0
RIRenoko,0
Tobacco Company,0
"THOMAS ,. STEICHEN",0
Masier Stalistician,6
Aesearcn & Development,6
"Winston1-Satem;, NC 27102",6
940.741-4084,4
Fax: 910-741-1430,4
"March &, 1996",0
Dr: Geofftey C Kabat,1
Departrnent of Epidemiology and Social,0
Medicine,0
Albert Einstein,6
of Medicine,6
Belfer Building Rm. 1302,6
1300 Morris Park Avenue,6
"Bronx, NY",6
10461-1601,6
Dear Dr; Kabal:,1
recently reviewed your paper; 'Relation,0
between exposure to environmental,0
tobacco,0
smoke and,0
"cancer in lifetime nonsmokers"" (Kabat",0
"GC, Stellman SD, Wynder EL.",0
Am,0
"Epldemiol 142(2}:141-8, 1995), and noted",0
a logical inconsistency that likely,0
"indicates & minor ertor,",0
"Specifically, in Table 2 (page 144), you",0
list the odds ratios for males for,0
exposure in,0
"childhood as 0.90 for ""yes"" (i.e-, any",0
"exposure), 1.12 for",0
smoker in the household;,0
"and 1.13 for ""2+ smokers in the",0
household_,0
These two later catcgories merely,0
partition,0
"the ""yes"" category, therefore te OR for",0
"""yes"" should be sme weig",0
average of the,0
OR's for the,0
sub-categories and should fall between,0
"1,12 &nd 1.13",0
"This js,",0
"unfortunately, not true in the published",0
"table, thus one or more of the OR must,",0
"believe,",0
be incorrect_,0
calculated crude OR 's and CI s from,0
your published case Bnd control counts,0
for each,0
exposure category and was surprised t0,0
"find that the cude results for ""yes/no""",0
identically,0
replicated your published results_,0
This was,0
surprising because You indicaled on page,0
42,0
that '[uJnconditional logistic,0
regression was used to estimate the,0
effecf of exposure with,0
"adjustment for covariates, including",0
"agc, cducation;",0
type ofhospital.,0
Does Table 2,0
contain adjusted or crude results?  Your,0
paper does not clearly state if the,0
results in Table,0
"2 are, Or are not, adjusted,",0
My calculated crude results for,0
"smoker in the household""",0
"was 0.93 (95% CI: 0.42-2.06) and for ""2+",0
"smokers in the houschold"" was 0.87 (9S%",0
CI:,0
0.31-2.45)_,0
Thcse calculated crude sub-category,0
results are logically consistent with,0
the,0
"published, dichotomous ""yes/no* results",0
3,0
wuirk for smokers_,0
College,0
fung,0
ighted,0
and,0
iB,0
2085798744,4
Joy J,1
From:,0
"Solatia, Rick P",1
Sent:,0
Friday_,0
"June 15,2001 1.45 PM",0
To:,0
"Sanders, Edward",0
Cc:,0
Rich Carchman {E-mail},1
Subject:,0
ETS,0
Ted_,0
Could you call Richard on Monday and,1
review the latest proposed changes to,0
the ETS Beciion of the website.,0
thanks,0
Bugg,0
Heh es,0
NOIEQMAR,0
7 1988 HLALL,0
RJR,0
I n t 0 r 0 F F | c e,0
M 0 m 0 r 8 n d 4 m,0
eank 72/v,0
Subject:,0
Use of Weldwood,0
Date:,0
"February 29, 1988",0
Contact Cemant,0
Beer,0
Cop,0
To:,0
Mr .,0
Richard J.,1
Ha) ),1
From:,0
Dr _,0
Rob Harrington,1
Be Jow,0
Is,0
an,0
evaluat Ion,0
of,0
Neldwood Contact Cement  manufactured,0
by,0
DAP,0
Inc _,0
(Dayton,6
OH) _,6
Scient ific Affatrs,0
approves,0
the,0
use,0
of,0
thts,0
product,0
to,0
secure,0
gaskets,0
to,0
apron,0
dryer,0
doors_,0
Product,0
contact,0
with,0
this,0
adhes ive,0
should be kept,0
to,0
mlnimum.,0
Thls,0
adhes Ive contains Solvents,0
that,0
May,0
cause,0
"dIzzIness ,",0
headache,0
and,0
other,0
hea Ith effect _,0
Proper,0
vent IatIon,0
and,0
the,0
use,0
of,0
rubber A}oves,0
are,0
recoiended when applying this adhes ive_,0
This adhestvo,0
Is compoved of neoprene,0
rubber In,0
"1,1,4 trichloroethane/",0
dIchloromathane,0
base,0
Chloroprene rubber  (neoprene,0
or,0
Iatex) Is,0
polymer made from chloroprene,0
monomers _,0
It,0
Is,0
commonly used,0
to,0
waterproof rubber,0
materIals,0
such,0
as gloves,0
coat Ings,0
be)ts,0
tires _,0
etc,0
"Chloroprene (2-chhoro-),3-butadiene)",0
Is,0
color-,0
Iess,0
ammab]e,0
Uquld with,0
htgh,0
vapor,0
pressure _,0
In,0
chronic,0
studies,0
with,0
mfce,0
and,0
rats,0
chloroprene,0
monomer,0
Was,0
determined,0
not,0
to,0
be,0
carcinogenIc,0
It,0
Is,0
not,0
considered to be,0
teratogen_,0
Chloroprene,0
Is,0
respiratory,0
tract,0
Irri,0
tant,0
At,0
very,0
Jeve ] $,0
It,0
can,0
Cause,0
respiratory depression,0
and,0
"asphyxia,",0
At,0
leve ] $,0
above,0
PPm,0
chloroprene,0
can,0
produce,0
toxic,0
effects_,0
The American,0
Conference,0
0f,0
Governmenta),0
Industrial,0
lenIsts,0
(ACGIH),0
has,0
set,0
threshold,0
Timit,0
value,0
(TLV),0
Of,0
10,0
Ppm,0
for,0
exposure,0
In,0
the,0
workplace,0
Polychloroprene,0
rubber,0
Is,0
essentIa)ly,0
non,0
toxic-,0
It,0
has,0
an,0
average,0
mo]ecu}ar,0
wedght,0
of,0
"100,000 _",0
These,0
po lymers,0
often,0
conta in,0
su)fur,0
PyrolysIs,0
products,0
of,0
the,0
monomer,0
Or polymer,0
Include hydrogen,0
"chloride (Hc1),",0
sulfur,0
dfoxide,0
bon monoxtde (CO) and,0
Sma ] ),0
4mounts,0
of,0
chloroprene_,0
benzene,0
car-,0
"mfc acid,",0
forma  dehyde and Various mercaptans_,0
acet Ic,0
ac,0
for-,0
with % Verstrichlozoethane,0
(methy)   chloroform),0
Is,0
clear,0
nonf,0
ammab ]e,0
Iiquid,0
very high vapor pressure_,0
It has,0
Iow oral toxicity,0
with,0
an,0
(Ie-,0
tha),0
dose,0
to,0
507,0
of,0
the,0
test,0
populat Ion),0
0f,0
Imately,0
8,0
Documentat Ion,0
0f,0
Threshold,0
Lfmit,0
Va lues,0
and,0
Ica},0
'Exposgrk9 Indccen,0
1986),0
It may also,0
be,0
absorbed through,0
the skin_,0
Contact,0
with methy},0
chloro-,0
form readily de-fats,0
the,0
skin,0
and,0
may,0
cause,0
redness,0
and,0
sca] ing_,0
Inhalation,0
exposures,0
to 500 ppm for,0
hours,0
day,0
For,0
6,0
months did,0
not,0
cause,0
effects,0
"In rats,",0
rabbits,0
or monkeys_,0
High concentrat,0
any,0
adverse,0
and Ieve) $,0
above,0
"15,000 Ppm  may",0
be  fatal,0
It I5,0
notIcon,0
may,0
cause,0
anesthesIa,0
ctnogen,0
Or,0
"teratogen,",0
Due,0
to,0
Its,0
"toxicity,",0
cons Idered,0
to,0
be,0
car-,0
350 Ppm,0
In the workplace,0
the,0
ACGIH has,0
set,0
Tlv @f,0
"Hqui8,chloromethsea",0
used,0
{aethlencencveorideo,0
Is,0
"colorless,",0
highly,0
volatfle,0
8,0
has,0
relatIvely,0
"solvents,",0
and degreas,0
hag,0
agents .,0
It,0
with,0
8n Oral,0
LOso (Ietha,0
dose,0
to 507,0
8,0
ML,0
Bos,0
Hygt,0
Iow,0
PHILIP MORRIS U.SA,0
iNTER,0
oFFIce,0
CORRESPONDENCE,0
100 Park Avenue;,6
"New York, N.Y_",6
10017,6
To:,0
Dr .,1
B_,1
Seligman,1
Date:,0
"19,",0
1971,0
From:,0
D .,1
J,1
Mezzitelli,1
Subject:,0
Product,0
Requirements,0
Vantage,0
Mark,0
VII,0
and,0
New Leaf,0
Identified,0
Tests,0
As,0
you,0
know_,0
we,0
are Planning,0
to,0
u,0
dertake personal,0
placenent,0
tests,0
in,0
cities,0
of identified,0
Vantage,0
New,0
Leaf,0
end,0
Mark,0
VII,0
In,0
order,0
to,0
lement,0
these,0
"tests,",0
we,0
require,0
32,0
00o,0
cigarettes(160,0
cartons,0
each,0
of New Leaf and,0
Mark,0
VII,0
(The,0
Vantage,0
cigarettes,0
will,0
be purchased,0
from jobbers,0
in each,0
All,0
brand and,0
other,0
dentifying markings,0
On,0
both the,0
cartons,0
and,0
individual,0
Packkages,0
are,0
not,0
to,0
be,0
removed,0
since,0
these,0
are,0
Identified,0
tests,0
"Finally,",0
we,0
mu st,0
insure,0
that,0
both,0
the,0
Mark,0
VII,0
and New Leaf,0
cigarettes,0
are,0
of,0
comparable,0
age,0
It,0
must,0
be understood,0
that,0
the,0
Mark,0
VII,0
be,0
re,0
ferred,0
to here,0
1s,0
the product,0
that,0
18 currently being,0
sold,0
in,0
the,0
Tucson,0
test,0
market,0
and,0
not,0
the,0
new,0
or,0
improved versions,0
currently being,0
developed,0
by,0
RED,0
The,0
160,0
cartons 0f,0
both,0
Mark,0
VII,0
and,0
New,0
Leaf,0
should,0
be divided,0
into,0
the following,0
quantities,0
and,0
shipped,0
to,0
these,0
addresses for,0
tax,0
stamping,0
Purposes,0
Quantity,0
(ctns_,0
New,0
Leaf,0
Tiark VII,0
Shipping_Address,0
40,0
40,0
Consolidated,0
Wholesale Company,0
1740,6
West,6
Main,6
Street,6
"Oklahoma Cicy,",6
Oklahona,6
73106,6
40,0
40,0
Jack,1
Gordon,1
Tobacco,0
Co.,0
Inc.,6
1000,6
Erie,6
Boulevard,6
West,6
Syracuse,6
New York,6
13204,6
40,0
40,0
M. Venger,1
Sons,1
915,6
Pacific,6
Street,6
Omaha,6
Nebraska,6
68108,6
40,0
40,0
Bakersfield,0
Cendy,0
and,0
Tobacco,0
Z1A)6th,6
Street,6
"Bakersfield,",6
California,6
93306,6
#QIE,0
Each,0
case,0
ccnt,0
aining,0
the,0
required,0
40,0
cartons,0
of,0
cigarettes,0
should,0
be,0
marked,0
"""HOLD",0
FOR,0
SPECLAL,0
TAX,0
STAMP ING,0
TEST _,0
(,0
Since,0
the,0
rese,0
arch supplier,0
in,0
each,0
of,0
the,0
cities,0
will,0
be,0
repackaging the,0
cigarettes,0
for,0
testing,0
purposes,0
It,0
18 requested,0
that,0
80  five-pack,0
mailer boxes,0
be,0
sent,0
to,0
each,0
of,0
the,0
following,0
addresses,0
Centralized,0
Interviewing,0
of,0
OkLahona,0
City,0
Cent ralized Interviewing,0
of,0
Omaha,0
4540 Northwest,0
IOth,0
Street,0
8266,0
Hascall Street,0
Oklahoma,0
Oklahoma,0
73127,0
"Omaha,",0
Nebraksa,0
68124,0
2042506790,4
Att,0
Pauline,1
Cox,1
Att:,0
Mary Stuve,1
Centralized,0
Interview,0
of,0
Syracuse,0
Centralized Interviewving,0
of,0
Bakersfield,0
122,0
Pickard,0
Drive,0
2339,0
Alta,0
Vista,0
Drive,0
Syracuse,0
New,0
York,0
13211,0
"Bakersfield,",0
California,0
93305,0
Att,0
Sophie,1
Gaca,1
Att;,0
RyfFa Richards,1
May,0
imp-,0
city.,0
ing,0
ShsjR,0
e40,0
City,0
CONTROL,0
AND MIXIMIZATION OF,0
TOBACCO,0
SMOKE,0
DOSE,0
In CHRONIC,0
ANIMAL,0
STUDIES,0
Why do we need,0
inhalation studies,0
with whole tobacco smoke-,0
and what,0
can,0
we hope,0
to accomplish,0
with them?,0
stated,0
purpose,0
of,0
the tobacco,0
and,0
hea ]th,0
program,0
is,0
to,0
develop,0
less,0
hazardous,0
cigarette,0
(Reference,0
1)_,0
The major risks,0
associated,0
with,0
tobacco,0
smoke,0
are,0
cancer,0
notably respiratory,0
tract,0
cancer,0
chronic respiratory,0
diseasels),0
and cardiovascular,0
disease(s),0
While,0
the' toxicity,0
and,0
the harmfui,0
effects,0
of,0
individual,0
tobacco,0
smoke components,0
can be,0
assessed,0
in bioassay,0
systems,0
not involving,0
inhalation,0
exposure,0
the,0
fu)l,0
pathogenic,0
potency of,0
as,0
complex,0
a mixture,0
a5,0
tobacco,0
smoke,0
ultimately must,0
be,0
determined by,0
inhalation studies with whole,0
smoke,0
This presentation focuses,0
on,0
some crucia_,0
problems,0
related,0
to,0
dos imetry and,0
maximization,0
of,0
smoke exposure,0
in,0
tobacco,0
smoke,0
inhalation,0
studies_,0
We wi}l,0
1 imit,0
our,0
discussion,0
to efforts,0
aimed,0
at,0
the,0
improvement and development of bioassays,0
for testing the,0
chronic,0
toxicity and,0
carcinogenicity of whole tobacco,0
smoke in smal1,0
laboratory rodents,0
uS,0
passive Smoke,0
inhalation,0
techniques _,0
Methods,0
to Estimate_Sustained_Dose,0
Before discussing,0
how,0
to control and,0
maximize,0
the,0
dose of,0
tobacco smoke,0
delivered,0
to,0
experimenta],0
animals,0
we,0
need,0
to take,0
stock,0
briefly 0f,0
the major,0
methods,0
currently,0
used,0
to measure,0
sus -,0
tained,0
dose and,0
to suggest possible,0
new approaches,0
It,0
is,0
important,0
to remember that,0
we Wi]],0
be,0
measur,0
tobacco smoke components,0
only,0
rather,0
than whole,0
tobacco,0
smoke,0
but hopefully,0
such,0
measure-,0
ments wil},0
be,0
indicative,0
of,0
class 0f compounds,0
or,0
a sie,0
gnificant,0
fraction of,0
tobacco,0
smoke,0
"Currently,",0
two main options,0
are,0
avaj]-,0
able for measuring,0
or,0
estimating,0
tobacco smoke dose,0
with,0
perhaps,0
third,0
one,0
to be added,0
in,0
the future_,0
The first,0
is,0
