text,label
Red CrDSS,0
tally,0
elght,0
the,0
nation' 5,0
tobaccd,0
steam-,0
~jven Tockin,0
'ated Onlted,0
Jatons dis_,0
companies are Once again undcrwrit,0
pro,0
uccd,0
Stanissis,0
Fired,0
ing,0
project jn hopes O* provlg the,0
make: Rhiblling swei,0
Mdweek thal,0
'the wronE,0
pinti,0
The GW Vintage,0
peoplE kez;,0
arrlvlng iq,0
Professor Bterling told thc Ameri:,0
'It' $,0
cara,0
Eeeorogt,0
ortant,0
@T-,0
Can Associatiun for the Adwancement,0
smite,0
mne,0
are fammedpy ald ship,0
Qf Science in Washington,5
"DC;; ""By",5
car,0
gyruled,0
and,0
"large, studies",0
#re,0
etfects,0
ence_,0
and otler,0
ellef olflciels,0
poLutants' ure_s0 designcd that they,0
rockets,0
licensi,0
nablllty' w,0
food,0
and,0
tend. to,0
underplay,0
the,0
elfccts,0
ot Jn,0
engra,0
Silven,0
1s D refuge,0
Mna,0
Cuui-,0
dustrial OE 3ir pollutans O healh,0
tbe,0
that' see:,0
n Munagua,0
the head ot,0
#hile studies on the € lects % srriok_,0
Gazing,0
3t the,0
[ort.hzd,0
preise,0
ing are SO designed,0
that,0
would,0
"bowcIS,",0
#here,0
the,0
nnce,0
would,0
have,0
overestimate,0
tne elfects,0
smoking,0
Emnc=,0
said:,0
Jlers If this,0
wpened In,0
On hezlth:,0
He al50 ctarged that fhe,0
landscap,0
warld_,0
Cpl:,0
Franx,0
American,0
Cancer,0
Gacietk,0
an4,0
te,0
marching,0
caraguans,0
doldg,0
"U,8_",0
Public Health Service a*8,0
dandsqa]zreeling,0
bolding,0
Inormation,0
neepedi tOr:,0
"""dispassionate evaluatlon""",0
Of clgaret,0
Tne,0
Jowtra:,0
smoking's Ilnk t,0
cancet .,0
the,0
driter,0
prESC,0
Elght; tobaccpi companies,0
appzr-,0
a06,0
Itrois _,0
like,0
announced,0
(inar-,0
Smiled,0
Emcti;;,0
enily,0
Thelion,0
Barward Modi-,0
fTm,0
jauzht to,0
clg ofa,0
cal_Schoolinvestlgation,0
Into the re,0
cue,0
uge,0
latonship,0
beiween,0
tobacqu smoklng,0
Another gauge,0
T4d,0
Order,0
and [ung,0
heart dscase_,0
Said ane,0
ice to Nasty,0
Tesearcher on the tive-Ycar project;,0
Emiledi,0
"""Whilc it Js comumon klwledze that",0
lited,0
prelly snon,0
AlL Pump,0
cigaret sinoking nas,0
bcon alleged t0,0
"waves Jeft,",0
najor cause ot these Cigeases_,0
tne Car_,0
It 2150,0
mary othen tantors maf alsa be Im-,0
Sharp arpezgic3,0
exposure 1,0
enelronmen,0
portant,0
Among,0
them:,0
air,0
Emett is.fond,0
ally: through' Icod,0
water;,0
ants a4 human,0
enetic dlfferences,0
cbandcllers,0
cbap,0
coming,0
Jes uslng,0
Ieaded,0
per: cent,0
alinosphere_,0
sald,0
Ruckelhaus,0
added,0
that,0
JUST WhAT YOU ALWAYS,0
Jcal,0
finding; he nad Geen,0
lusive,0
etidencc,0
that',0
al,0
The Everything Table?,0
Jead causing serioil?,0
erdatlon,0
and occaslonally:,0
yrban,0
rcsident: _,0
1,0
Oyst,0
send,0
not,0
get,0
anc,0
"they """,0
saitt,0
mlto -,0
lunz,0
Gcnt,0
and,0
Jgaic,0
Poilu:,0
Jejd,0
THE HEALTH,0
POLICY,0
CENTER,0
DR,0
GIO,0
BATTA,0
GORI,0
6704,5
"Barr Road, Bethesda, MD 20816-1016",5
Telephone,0
301 229 4277,3
Telefax,0
+1 301 229 4278,3
E-mail gorigb@msn com,2
Date,2
Time:,0
9/17/99 2.33.47 PM,0
Mark Smnith,1
"Greetings, Mark",0
Here are some of my thoughts about your,0
propogal,0
"will also touch base with Sharon, and",0
wil],0
further.,0
Regards Giv Gori,1
Page 1 of7,0
Pages:,0
SEP,0
17,0
99,0
14:59,0
301,0
229,0
4278,0
PAGE_,0
001,0
190242521,0
PRODUCED,0
FROM,0
B&W,0
WEB,0
SITE,0
Originel Messagg -,0
Fent;:,0
"Tronaar;, January",0
"07 , 2002 Z;0B PM",0
[,0
To:,0
Galdman; Rochelle,1
"Hjel, John; Flsher; Scott",1
Subject: RE; Tentative Agenda,0
thanks rochele:,0
mike has 30 minutes think he can cQ it,0
in that amt 0: time?,0
Monday:,0
Cc,0
apyoc,0
TOU TUTOu,0
Tns,0
avatoans,0
49,0
ETOE IXPYZESE 191 1,0
[PAQEIQATOKOMMATCN EOHMEPMON DEPIOSKKON,0
FKINH,0
152 33,0
XAAANAPI,0
AOHNA,0
"ThA, {01) 6817573",3
"FAX,",0
(Jt} 6822464,3
AxnIx MPONOIA,0
0 {,0
{TeraET;KhTPaneza,0
KENTFIKA rPAMEIA:,0
"KHolEAI 62, 15125 MAPOYzE",5
TrA.,0
"569896C .73""",0
6898930-82,4
FAX 6898974,0
AQOKOMMA,0
HMEPOMHNIA,0
TIA,0
TOYE KADNLTE>,0
DiAvpo-oornpas;_,0
9O% TIS,0
BAaBepes ouaies ToU Toiydpou Xopis va,0
aAAolcvel Tn} Yeuon Tou_,0
"AOHNA, 21~",0
TeIe,0
no,0
uttoioyigctol Jt Ceplnau,0
SoExotokkUpi,0
wiatpo,0
Kanvou,0
To,0
vto  Qiatpo,0
Gvaptnol,0
Kanvicouv_,0
Kol,0
017or,0
CveQepe,0
"Iroupibng,",0
"ettv, Mopdxlnio;",0
Kq8nyntns,0
Kovtepdtos,0
TEQUOL,0
"QIOQE TO 5,5 TAlC, VoNEpo uncTplAdolo",0
OtnuIcu,0
Aunviuv,0
Inupism;,0
ToU,0
Enikoupok,0
"CE Oxton Hie TO 1950 {5 ,",0
tpic} Cia xGde Kanviati,0
Kabnt) k,0
enions ExEl Oxebov burkaqiadrein ctrjola,0
Katava-,0
ITcQ.,0
Tepoulawu,0
Kai,0
Tou,0
kadnynm,0
600 talydpa,0
1950.,0
Eenepaouv T,0
Kowtaputou:,0
Onur cic,0
"eppulivoc ""TO vto Qutpo",0
Onu5; avepepc,0
Kovtopatoc,0
To nia OijIj,0
Nepiexef,0
PTR Hepn nepinqu,0
Opaipibiq Evepyoi,0
Srou Mv,0
TEAcuzala S5cria UEidBnKE Kato molb,0
n etnoia,0
To Onoio HAKapel,0
Ovoies,0
nou,0
PTCXEUBEPWvOVTGI,0
KcTavaljn_,0
"Iuykekpiutva, Ev@",0
1950,0
Kagz,0
KCTd Tv clgrvON,0
TQU Kamvou,0
Tcv,0
unDUpYSG Yyciac,0
XPovo _,0
Tepuol Kanvice Hoxic,0
"2,500, navtwc",0
Apepikaiko Kaykatoo Ektipi,0
Sri,0
kanvioua,0
Axdun},0
SiEuKplvioe,0
Oti,0
bev,0
Genepvi,0
Ouic,0
STL To Lnqup-,0
"E,NE",0
Kovrcpatoc_,0
1,0
Xohia,0
xeia.,0
Yikg,0
JLIA BRODT,1
Department of Pathology ad Laboratory,5
Medicine,5
University,5
of Cincinnati,5
College of,5
Medicine,5
Cincinnati,5
OH 45267-0529,5
EDUCATICN,5
1983,5
Niami,5
University,5
"'Oxford,",5
Ohio,5
A.B.,0
Microbiology,0
1983-Present,0
University,0
of,0
Cincinnati,0
Grad.,0
Student) Pathology,0
EXPERIENCE,0
1983-1986,0
Research Assistant,0
Department,0
of Surgery,0
University of,0
"Cincinnati, College of",0
Medicine,0
Research,0
Focus,0
Human Neutrophil,0
Studies,0
1986-Present,0
Graduate,0
Assistant,0
Dcpartment,0
of Pathology,0
University of,0
"Cincinnati, College of",0
Medicine,0
Research Focus,0
Bile-Specific Lipoproteins,0
PUBLICATIONS,0
"Solomkin ,",0
"J,s,",0
"Cotta,",1
L.A._,1
Brodt_,0
J.K_,1
Hurst_,1
J.M.,1
"Ogle,",1
C.G.,1
(1984),0
Neutrophil dysfunction,0
in sypsis,0
III,0
degranulation,0
43,0
mechanism for,0
non-,0
specific,0
deactivation.,0
Surg .,0
Res,0
"36,",0
407-412,0
"Solomkin,",0
"J,S.",0
"Cotta,",0
L-4.,1
"Ogle,",1
Brodt,1
J.K.,1
"Ogle ,",1
C.G.,0
"Satoh,",0
P.S_,0
Hurst,0
M.,0
Alexander _,0
"J,W.",0
(1984),0
Complement-induced expression of cryptic,0
receptors,0
on,0
the neutrophil,0
surface,0
mechanism of regulation of,0
acute,0
inflamation,0
in,0
trauma,0
Surgery,0
"96 ,",0
336-342 _,0
Solomkine,0
"J,5 _",0
"Cotta,",0
L-A.,0
Brodt _,0
J.Ka,0
"Hurst,",0
J-M.,0
(1985,0
Regulation of,0
neutrophil,0
superoxide production,0
in sepsis_,0
Arch . Surgery,0
"120 ,",0
93-98 _,0
"Solomkin,",1
J.S._,1
"Brodt,",0
J.Ka,0
"Antrum,",1
R.M-,1
(1985) Suppressed neutrophil,1
oxidative,0
activity,0
in,0
seps,0
receptor-mediated regulatory,0
response,0
Surg,0
Res,0
39_,0
300-304 .,0
"Splomkin,",0
J.S,0
"Brodt ,",0
J.K.,0
Zerl,0
F.P_,0
(1986,0
Degranulation,0
inhibition:,0
proposed,0
mechanism for,0
neu,0
trophil dysfunction,0
in sepsis,0
Arch,0
Surg_,0
121 _,0
77-80,0
"Tennenberg ,",0
8.D.,0
Bailey_,0
w.w.,0
Cotta.,0
B.A.,0
Brodt _,0
J.K.,0
Solonkin,0
J-S_,0
(1986),0
The,0
etfects of methylprednisolone,0
on  complement-mediated neutrophil,0
activation,0
dur,0
cardiopulmonary bypass,0
Surgery,0
100 _,0
134-142_,0
is7,0
"in,",0
ing,0
QS00,0
EMPLOYEE,0
101896,0
SUGGESTION FORMI,0
Ehl,0
linitiator s Name:,0
Chrus,1
yks,1
SSN:,0
2L6_22-5232,4
Date Submitted:,0
2-U-%,0
Cost Center:,0
U:S $,0
Supervisor:,0
INITIATOR & SUPERVISOR COMPLETE,0
Briefly descrlbe the current,0
situatiorvlist affected areas:,0
The,0
IQ,0
14,0
6c,0
2,0
OsCim,0
#il_,0
Csn,0
no,0
Lsed,0
Le,0
buibeSL,0
deuso,0
2) List your Idea for improvement,0
Elmtk,0
Xhe,0
tom,0
pss,0
meli,0
Jee,0
attolhmel,0
My suggest affects:,0
[J Safety,0
[J Worklife,0
[] Cost Reduction,0
[] Quality,0
#sPc System,0
[} PrinciplesiOther (Explain Below),0
Explanation:,0
# cost reduction does it affect:,0
[J Labor,0
Energy,0
[J,0
Material,0
[J Other,0
SUPERVISOR or SUPERINTENDENT COMPLETES,0
IINPUT EVALUATION: [] APPROVED,0
[] REJECTED,0
0,0
o+kr,0
EXPLANATION:,0
4,0
zZI,0
K2,0
4RAL2,0
Projected Implementation Date:,0
MMethod and Department to address:,0
EEvaluator's Signature & Date:,0
initiATOR & SUPERVISOR COMPLETE FOR,0
FINAL CLOSuRE,0
IInitiator's Signature,0
Date:,0
Isupervisor' * Signature & Date:,0
White (original) to Communications,0
Coordinator afer tinal closure,0
2030521082,0
Pink copy to Initiator (immediately,0
after itemt 1-3 are completed),0
Green to Communications Coordinator,0
(immediately atter items 1-3 are,0
completed),0
Communicationt Coordinator (extenslon,0
3329),0
INPUT,0
Ld,0
Lele,0
49,0
llev4+s,0
Uee -,0
THE CoUNCIL FOR TOBACCO RESEARCH~U.S.A_,0
Inc:,0
I1O EAST 59TH STRCET,0
NEW YORI_,0
10022,0
Otober 19_,0
1982,0
ROBERT,0
GERTErBACH,0
"""CC TRCSIDEST",0
Re:,0
Grant No-,0
1419Rl,0
XD #ECRETARX,0
Maurice Green,1
Ph.D.,0
Institute,0
for Molecular Virology,0
St.,0
Iouis,0
University Medical,0
Center,5
3681,5
Park Avenue,5
"St. Ipuis, M",5
63110,5
Dear Dr,5
Green:,0
The Coucil for Tbbacoo,0
Research,0
U.S.A.,0
Inc.,0
is pleased,0
to offer,0
you,0
"a renewal grant in the aount of $65,000",0
for,0
the period Eron January,0
1983,0
through December 31 _,0
1983 for,0
"the study propxsed ,in your",0
application dated' June,0
26 _,0
1982,0
We,0
recognize that,0
this appropriation is somewnat less,0
"than,your request",0
but hope that it will,0
suffice,0
to mintain,0
the strdy at,0
praductive level,0
If YOu,0
"wish to accept it, please notify uS",0
accordingly,0
and suknt,0
a revised budget to show,0
how the available,0
finds will,0
be distribute,0
Fors are enclosed for this purpxse,0
It is understod,0
that this grant,0
15 made subject,0
to acceptance by,0
the,0
"institutional authorities,",0
as,0
heretofore-,0
It is made without guarantez of support,0
"beyond December 31,",0
1983,0
Fle,0
"recgnize , however ,",0
that your,0
application proposed,0
study extend,0
beyond that,0
period_,0
"Therefore,",0
renewal,0
application supported by,0
2 progress report will,0
re-,0
ceive consideration,0
in,0
crpetition for,0
"available funas,",0
if,0
"submitted by July 1,",0
1983_,0
Your attention is particularly called to,0
the enclosed,0
'Iportant `Procedural,0
Information for Grantees,0
Dr,0
"David Stone, Associate Research Director",1
will continue to represent,0
our scientific staff a8 primary,0
contact with your grant.,0
He will be,0
the person to,0
consult,0
about &ry questions,0
or,0
"problens that may arise ,",0
and,0
should be kcpt,0
infored,0
abput,0
the progress of,0
study _,0
Please,0
fill in,0
"the attached ""Notice of",0
"Research Project"" and retumn it",0
to,0
Me.,0
Cordially,0
Rokrt F_,0
Certenbach,0
Encls _,0
CC:,0
"George E. Tloma ,",1
M.D.,0
REG:am,0
"bcc: ADITR, IB, RO'K; FFE,",0
"MONITOR,",0
DC,0
50153588,0
ling,0
the,0
Forwardad by Kelty,1
Rubin/PhilipMorris/Brava on 09/29/99,1
08:59 AM,0
MAY CONTAIN CONFIDENTIAL WOrK PRODUCT_,0
"JOINT OEFENSE, OR PRIVILEGED",0
ATTORNEY-CLIENT COMMUNICATIONS IN,0
CONNECTION WITH ONGOING AND TMREATENED,0
LITIGATION,0
OelzGgbio8:51 AM,0
1,0
Kelly Rubin PhilipMorris/Bravo@Bravo,1
CC:,0
Subject:   Daniels',0
"9/28/99 Letter from: Norran 8,",0
Blumenthal,0
To:,0
THE,0
"""CoUNCIL FoR ToBACCO RESEARCH~U.S.A, Inc",0
000 'HIRD AFENCE,0
XEW YORF.,0
I.10022,0
ROBERT,0
GERTENBACH,0
PRESLDEFT,0
"24, 1989",0
Mr _,0
"Thomas M Edwards, Jr,",1
Managing Director & Counsel,0
Burley Auction Warehouse Association,5
P.O_,5
Box 670,5
"Mt. Sterling, KY",5
40353,5
Mr. Edwards:,0
Based upon the formula adopted for,0
contributions,0
to The Council,0
"for Tobacco Research-USA,, Inc , annual",0
payments have been made by,0
your organization in an amount of,0
"SI,000.",0
"At present, subscriptions are",0
being paid to The Council by its,0
members for the fiscal year 1989.,0
Will you please return your remittance,0
to,0
me in the,0
"amount of $I,000 drawn to the order of",0
THE COUNCIL FOR,0
"TOBACCO RESEARCH-US.A , INC",0
"Cordially ,",0
R,0
F. Gertenbach,0
May,0
Dear,0
UNDERAdz,0
SMOKING,0
L,0
buy (igarettes,0
for kiels,0
0,0
Youth Smokin g,0
Pre v entio n,0
Pa Mp,0
Mcfia US;,0
SJRGEON GENEFALS WARNING:,0
Enioking Ca:scs Lurg Cancer; Hea,0
Diceese,0
And Crzhyse;tz_,0
1,0
~~_Original Meseage,0
Sent;:,0
Ceatesdanisea,0
"05, 1999 8.35 AM",0
To:,0
"Daragan, Karen M",0
Cc:,0
"Curi, Ali T,",0
Subject:,0
RE: Internship,0
KD,0
anytime after Ihe staff meeting:,0
How about 2.002,0
May,0
Dox,1
Kclovocn,1
Su,1
"July $, 1978",0
"Mr . I, C.",1
Rocmcr,1
Vico Fresident,1
nnd,0
Genoral,0
Counacl,1
"R,",1
"J,",1
Reynolde Industrieo,1
Inc.,5
"Wineton-Solon, Horth",5
Carolina,5
27102,5
@ar Jocl |,5
Thunk8,0
for your very,0
pronpt rceponae,0
to,0
AI,0
recent Lettor_,0
and for extcnding,0
tho,0
deadline for,0
my,0
rcbcarch,0
Brant,0
untIl Jaduary,0
1979_,0
Thte,0
vLI gIv,0
VB,0
time,0
tom complcte,0
thc regearch,0
thatie already,0
Ip progre8e,0
and,0
to develop,0
comprchensive,0
flnal,0
"rcport,",0
I,0
enclogLug,0
9 copy of,0
recent,0
lctter frow,0
Rosenman,0
In which,0
he hae,0
proposcd,0
new,0
and  cxclting,0
additional analyefo of,0
date he,0
collected,0
Bom0,0
ycaro,0
ago,0
carbon of my,0
rce ponae,0
to,0
Ray,1
J8,1
0lgo,0
cnclosed,0
for,0
your fIlee,0
The,0
fact,0
that Ray hae,0
becomre,0
more,0
decply Interested,0
Ip,0
the,0
role of anger,0
In,0
"heart d1eease,",0
Ru1d,0
that wc are,0
able,0
to,0
a8818t,0
and gu1de,0
hig,0
In,0
the analye19,0
of,0
prevlously,0
wevaluated,0
data,0
fron,0
the,0
WCGS,0
proapect Ive,0
Btudy,0
I0,0
wbt,0
gratlfying-,0
Bopefully,0
WIll,0
snvLtc,0
@e,0
to,0
collaborate,0
WIth,0
hJm,0
in,0
JoInt,0
paper and this,0
ralses,0
the queet Ion of,0
hov wc ghould acknowledge gupport,0
for,0
thls,0
rcsearch.,0
Would,0
It be approprlate,0
to indlcate,0
thta,0
48,0
follow8,0
"""This",0
etudy,0
waa,0
bupporced,0
10 part,0
by,0
grent,0
"{rom R,",0
"J, Reynolda",0
InductrLeb,0
Inc_,0
SInce Ed Jacob ha8 gcneltizcd,1
ne,0
to legal,0
Jo8ucs,0
chat,0
I do,0
not,0
fully under-,0
"cand,",0
0m,0
Bonding hfm,0
carbop of,0
thie letter,0
along VItb,0
the,0
corregpoddouce,0
"vIth Rogenman,",0
80,0
that ve,0
can obtain,0
two expert lcgal oplaiona},0
he ve,0
Jubt,0
returned frop,0
very productlve,0
three week,0
crip,0
to,0
tbe Mtddle,0
East whcre,0
attended couferencee,0
on,0
Btresg,0
and adaptatton,0
In Ierael,0
and,0
consulted,0
wIth,0
collcagues,0
In,0
Greece,0
oud Turkey,1
Iang Eysenck,1
and d Jacob,1
wIll,0
bo,0
vlet,0
Tampa,0
next wehk to begIn,0
regearch,0
on,0
pew,0
projcct ontItled,0
"""Origing",0
ond,0
corrclates,0
"of smokIng behavlor""",0
and,0
I look,0
forward,0
to oharing,0
thege developnents,0
with you In future,0
correepondence,0
or I0,0
subgcquent,0
vislt,0
to,0
Winston-Salem.,0
I apprcctate,0
your buggestIug,0
that Dr. Colby Bcnd,1
me,0
Copy,0
of hl8,0
tranclattona,0
of excerpt8 0f,0
roccnt German book,0
on,0
strenb,0
and heart,0
dieease.,0
carbon,0
of,0
wy,0
response,0
to,0
"Dr ,",0
Colbe,0
18,0
"encloged,",0
I look,0
forward,0
to mecting,0
hlw on,0
futuro,0
conaultatIon,0
visLc,0
to,0
WLngton-Salem.,0
Beat,0
poroonal,0
regarde,0
and bcet wIeher .,0
"S1ocerely,",0
CLARLS,1
"D. SPIELBLRGER,",1
PI} . D .,0
Profcssor of Taychology,0
and,0
1,0
"Dlrector,",0
Center,0
for,0
Reeearch,0
In Comriunity,0
Peycho logy,0
cc,0
Edutn J.,0
Jocob,0
3,0
M .,0
"Donald H ,",0
Pichle_,0
"31 ,",0
Ray,0
Ray,0
cing,0
E8q.,0
PHILIP MORRIS U.SA,0
CONFIDENTIAL,0
INTER,0
OfFIcE,0
CORRESPONDENCE,5
IO0 Park Avenue_,5
New York _,5
N.Y,5
10017,5
To:,0
Mr,1
R.,1
Fountaine,1
Date:   June,0
23,0
1971,0
From:,0
Al,1
Udow,1
Subjec t:,0
New' Method,0
of Qualitative Product,0
Test,0
Analysis,0
Background,0
The_,0
technique,0
of,0
blind product,0
test,0
used for,0
several,0
assumptions,0
which,0
may not,0
be,0
valid,0
years,0
at Philip Morris makes,1
qualitat_,0
with,0
respect,0
to,0
eva_,0
luat,0
consuner,0
responses,0
co,0
test,0
cigarettes,0
The,0
following quoe,0
fs,0
Erom,0
memo by,0
E.,1
J.,1
(10/29/69),0
under,0
J .,1
F.,1
developed,1
the,0
current,0
technique,0
Lincoln,0
One assumpt jon,0
that,0
18 made,0
either,0
licftly,0
Or,0
Lmplied,0
*8,0
that,0
the,0
vOlume,0
of,0
response,0
indlcates,0
the magnitude,0
of,0
qualitative,0
differen,0
ce,0
In,0
other,0
"words,",0
the,0
higher,0
the,0
pe,0
rcentage,0
of given,0
responsea,0
the,0
greater,0
we,0
assume,0
the quality,0
co,0
be,0
The,0
second,0
assumption,0
that,0
seems,0
to,0
exIst,0
is,0
cause,0
and: effect,0
assumpt Lonu.,0
Granted,0
we,0
rarely make,0
the mistake,0
"of saying ""Blend",0
lost,0
che,0
test,0
Because,0
it,0
was,0
toa,0
strong',0
the Implicatlon,0
1s,0
usually,0
Ptesent,0
In: ocher,0
words,0
"""Blend",0
B. lost the,0
"test""",0
Later,0
we,0
"say ""Blend",0
was,0
consi,0
derably,0
st,0
ronger,0
than,0
Blend,0
"A""",0
1 feel,0
that,0
our,0
readers:,0
put,0
these,0
two,0
together_,0
Since,0
the,0
ime,0
that,0
this,0
isgue,0
was,0
raised.,0
we,0
have,0
cried,0
two,0
ways,0
of settling the,0
question,0
The,0
present,0
document,0
is,0
submitted,0
as,0
che,0
"third,",0
and,0
poss,0
definitive,0
an swer,0
to,0
the,0
quest ion,0
with,0
new,0
insight,0
into,0
understand_,0
reasons,0
for preference,0
of,0
cigarettes,0
with implied,0
new:,0
